"Freq"	"S22 magnitude"			"S22 phase"		
18.215625	1.002E+00	1.111E-02	8.831E-04	146.123	5.033	-123.056
18.225000	1.012E+00	1.195E-02	8.356E-04	142.673	1.162	-127.907
18.234375	1.022E+00	1.161E-02	5.971E-04	139.018	-1.239	142.374
18.243750	1.035E+00	1.190E-02	3.365E-04	135.398	-5.069	-93.914
18.253125	1.043E+00	1.361E-02	1.078E-03	131.540	-6.561	140.903
18.262500	1.051E+00	1.358E-02	7.761E-04	127.592	-9.815	-127.602
18.271875	1.058E+00	1.383E-02	2.789E-04	123.804	-12.61	100.878
18.281250	1.066E+00	1.517E-02	8.001E-04	120.008	-14.42	-16.968
18.290625	1.077E+00	1.632E-02	4.555E-04	116.128	-13.62	2.451
18.300000	1.089E+00	1.666E-02	1.646E-04	111.960	-15.086	-134.394
18.309375	1.100E+00	1.699E-02	9.272E-04	107.581	-20.688	130.663
18.318750	1.112E+00	1.911E-02	3.822E-04	103.097	-18.262	-157.916
18.328125	1.112E+00	1.939E-02	3.820E-04	98.231	-23.44	-117.296
18.337500	1.105E+00	2.022E-02	8.207E-04	93.494	-25.871	154.014
18.346875	1.090E+00	2.155E-02	6.688E-04	88.891	-31.312	174.848
18.356250	1.077E+00	2.146E-02	5.123E-04	84.721	-28.455	120.139
18.365625	1.059E+00	2.280E-02	1.129E-04	81.107	-34.28	-64.091
18.375000	1.047E+00	2.523E-02	2.707E-04	77.574	-34.341	124.503
18.384375	1.042E+00	2.555E-02	3.068E-04	74.313	-38.845	133.502
18.393750	1.041E+00	2.715E-02	6.389E-04	70.924	-38.322	-117.297
18.403125	1.045E+00	2.947E-02	2.648E-04	67.238	-42.769	-139.592
18.412500	1.048E+00	3.110E-02	4.756E-04	63.339	-45.85	-11.79
18.421875	1.048E+00	3.285E-02	3.420E-04	59.169	-48.253	0.864
18.431250	1.046E+00	3.377E-02	1.111E-03	55.056	-49.01	-11.172
18.440625	1.043E+00	3.564E-02	5.674E-04	50.934	-54.712	80.715
18.450000	1.037E+00	3.762E-02	2.401E-04	46.935	-54.247	95.39
18.459375	1.031E+00	3.984E-02	4.234E-04	42.843	-57.694	-100.071
18.468750	1.024E+00	4.145E-02	9.278E-04	38.895	-61.339	35.949
18.478125	1.014E+00	4.304E-02	8.178E-04	34.811	-62.849	141.9
18.487500	1.004E+00	4.766E-02	6.300E-04	30.961	-64.904	162.077
18.496875	9.898E-01	4.951E-02	4.294E-04	27.238	-68.727	68.016
18.506250	9.757E-01	5.156E-02	4.346E-04	23.718	-71.471	40.787
18.515625	9.642E-01	5.509E-02	8.818E-04	20.391	-73.719	166.697
18.525000	9.556E-01	5.845E-02	1.083E-04	17.196	-77.615	6.948
18.534375	9.490E-01	6.095E-02	4.423E-04	14.117	-79.17	-169.873
18.543750	9.486E-01	6.633E-02	2.187E-04	10.962	-81.625	158.047
18.553125	9.482E-01	6.964E-02	3.852E-04	7.668	-83.901	-62.123
18.562500	9.489E-01	7.352E-02	1.824E-04	4.234	-87.181	-142.702
18.571875	9.501E-01	7.946E-02	3.749E-04	0.737	-90.376	-126.882
18.581250	9.491E-01	8.417E-02	1.216E-03	-2.749	-92.644	90.836
18.590625	9.472E-01	9.012E-02	3.673E-04	-6.274	-96.175	4.493
18.600000	9.472E-01	9.422E-02	4.051E-04	-9.535	-99.184	57.917
18.609375	9.495E-01	1.005E-01	4.114E-04	-12.850	-101.17	31.981
18.618750	9.529E-01	1.061E-01	5.521E-04	-16.214	-104.41	-63.199
18.628125	9.596E-01	1.144E-01	2.355E-04	-19.500	-107.833	57.756
18.637500	9.686E-01	1.228E-01	9.074E-04	-23.017	-111.3	170.153
18.646875	9.777E-01	1.302E-01	2.835E-04	-26.612	-114.113	-179.335
18.656250	9.882E-01	1.402E-01	1.100E-04	-30.352	-117.229	27.987
18.665625	1.000E+00	1.495E-01	1.403E-04	-34.263	-120.582	103.096
18.675000	1.012E+00	1.614E-01	2.720E-04	-38.380	-123.979	60.202
18.684375	1.026E+00	1.734E-01	7.349E-04	-42.766	-127.76	150.026
18.693750	1.035E+00	1.864E-01	4.252E-04	-47.476	-131.62	-142.182
18.703125	1.036E+00	1.998E-01	7.721E-04	-52.566	-135.428	-30.533
18.712500	1.027E+00	2.142E-01	5.071E-04	-57.416	-140.003	-19.302
18.721875	1.008E+00	2.272E-01	1.362E-04	-61.911	-144.004	-105.341
18.731250	9.877E-01	2.433E-01	3.780E-04	-65.643	-148.237	118.021
18.740625	9.729E-01	2.579E-01	3.426E-04	-68.646	-152.03	137.021
18.750000	9.719E-01	2.762E-01	3.470E-04	-71.213	-155.328	138.493
18.759375	9.866E-01	2.981E-01	3.369E-04	-73.957	-159.479	105.646
18.768750	1.015E+00	3.244E-01	7.751E-04	-77.189	-163.462	-140.529
18.778125	1.051E+00	3.524E-01	6.838E-05	-81.624	-168.065	-95.573
18.787500	1.083E+00	3.838E-01	2.643E-04	-86.939	-173.06	-90.645
18.796875	1.101E+00	4.168E-01	9.869E-05	-93.251	-178.471	128.341
18.806250	1.094E+00	4.502E-01	3.048E-04	-99.691	176.036	66.045
18.815625	1.068E+00	4.844E-01	3.936E-04	-105.640	169.95	-52.166
18.825000	1.037E+00	5.173E-01	4.757E-04	-110.641	163.943	-31.514
18.834375	1.007E+00	5.508E-01	9.150E-04	-114.698	157.784	-165.251
18.843750	9.874E-01	5.858E-01	4.695E-04	-118.138	151.768	-140.886
18.853125	9.772E-01	6.193E-01	4.989E-04	-121.558	145.737	144.259
18.862500	9.763E-01	6.591E-01	2.818E-04	-125.161	139.706	-45.129
18.871875	9.769E-01	7.000E-01	6.574E-05	-129.171	133.42	79.671
18.881250	9.762E-01	7.428E-01	4.864E-04	-133.454	126.975	-19.22
18.890625	9.743E-01	7.891E-01	4.527E-04	-137.864	120.075	75.593
18.900000	9.699E-01	8.350E-01	8.365E-04	-142.208	112.863	104.923
18.909375	9.646E-01	8.772E-01	2.461E-04	-146.478	105.093	112.895
18.918750	9.603E-01	9.089E-01	7.333E-04	-150.708	97.337	112.975
18.928125	9.575E-01	9.373E-01	5.781E-04	-154.975	89.768	154.485
18.937500	9.568E-01	9.613E-01	7.736E-04	-159.328	82.249	-11.327
18.946875	9.543E-01	9.824E-01	1.108E-03	-163.717	74.765	151.97
18.956250	9.528E-01	9.991E-01	7.933E-04	-168.087	67.167	122.975
18.965625	9.523E-01	1.007E+00	5.039E-04	-172.478	59.376	-30.712
18.975000	9.517E-01	9.999E-01	4.147E-04	-176.944	51.821	92.102
18.984375	9.519E-01	9.812E-01	4.827E-04	178.601	44.958	49.264
18.993750	9.545E-01	9.634E-01	8.502E-04	173.990	39.025	-66.67
19.003125	9.588E-01	9.483E-01	1.912E-04	169.272	33.57	-51.341
19.012500	9.620E-01	9.399E-01	7.072E-04	164.160	28.488	69.401
19.021875	9.589E-01	9.343E-01	6.370E-04	158.889	23.489	156.888
19.031250	9.542E-01	9.322E-01	7.619E-04	153.654	18.507	103.488
19.040625	9.477E-01	9.299E-01	8.796E-04	148.631	13.508	79.885
19.050000	9.450E-01	9.277E-01	7.483E-04	143.753	8.536	109.764
19.059375	9.471E-01	9.242E-01	2.676E-04	138.858	3.87	104.679
19.068750	9.523E-01	9.227E-01	5.408E-04	133.625	-0.536	-94.539
19.078125	9.589E-01	9.259E-01	3.491E-04	127.752	-4.884	17.973
19.087500	9.585E-01	9.336E-01	6.653E-04	121.417	-9.214	-143.815
19.096875	9.489E-01	9.431E-01	3.413E-04	114.671	-13.711	-58.035
19.106250	9.269E-01	9.514E-01	1.166E-03	108.056	-18.49	44.952
19.115625	8.974E-01	9.558E-01	1.418E-04	101.817	-23.275	-145.995
19.125000	8.699E-01	9.588E-01	7.275E-04	96.252	-27.837	-52.631
19.134375	8.453E-01	9.593E-01	6.527E-04	90.966	-32.312	92.203
19.143750	8.276E-01	9.643E-01	3.798E-04	85.748	-36.377	-52.125
19.153125	8.165E-01	9.774E-01	5.721E-04	80.319	-40.415	-64.806
19.162500	8.057E-01	9.967E-01	4.600E-04	74.437	-44.626	124.828
19.171875	7.909E-01	1.021E+00	3.094E-04	67.885	-49.232	-127.731
19.181250	7.686E-01	1.046E+00	5.832E-04	61.119	-54.501	32.191
19.190625	7.387E-01	1.060E+00	8.519E-04	54.463	-60.213	109.354
19.200000	7.052E-01	1.067E+00	2.284E-04	48.101	-65.978	179.926
19.209375	6.695E-01	1.062E+00	7.582E-04	42.273	-71.367	21.207
19.218750	6.368E-01	1.052E+00	5.087E-04	36.752	-76.345	121.498
19.228125	6.066E-01	1.045E+00	7.567E-04	31.575	-80.969	-156.147
19.237500	5.809E-01	1.044E+00	4.271E-04	26.359	-85.423	-96.219
19.246875	5.577E-01	1.045E+00	1.238E-04	21.103	-90.045	-119.489
19.256250	5.358E-01	1.048E+00	3.023E-04	15.529	-94.663	17.873
19.265625	5.106E-01	1.049E+00	3.264E-04	9.741	-99.624	27.598
19.275000	4.833E-01	1.044E+00	8.493E-04	3.997	-104.533	19.703
19.284375	4.550E-01	1.035E+00	3.264E-04	-1.526	-109.38	-73.453
19.293750	4.283E-01	1.026E+00	3.401E-04	-6.514	-113.875	-107.801
19.303125	4.039E-01	1.018E+00	9.351E-04	-11.444	-118.114	145.31
19.312500	3.822E-01	1.013E+00	3.328E-04	-16.139	-122.244	143.265
19.321875	3.629E-01	1.010E+00	5.721E-04	-20.786	-126.525	-174.789
19.331250	3.458E-01	1.006E+00	9.007E-04	-25.931	-130.804	-83.479
19.340625	3.284E-01	1.001E+00	1.030E-03	-31.375	-135.147	-74.388
19.350000	3.078E-01	9.924E-01	4.691E-04	-36.633	-139.38	-65.465
19.359375	2.866E-01	9.825E-01	5.286E-04	-41.812	-143.422	-160.591
19.368750	2.663E-01	9.733E-01	7.883E-04	-46.594	-147.296	18.821
19.378125	2.459E-01	9.642E-01	1.554E-03	-50.461	-151.035	-62.967
19.387500	2.278E-01	9.575E-01	7.461E-04	-54.728	-154.692	121.092
19.396875	2.121E-01	9.537E-01	4.283E-04	-58.147	-158.25	43.051
19.406250	1.974E-01	9.524E-01	9.409E-05	-61.582	-161.777	75.318
19.415625	1.859E-01	9.523E-01	6.810E-04	-64.608	-165.514	14.63
19.425000	1.753E-01	9.538E-01	7.875E-04	-68.355	-169.267	47.126
19.434375	1.672E-01	9.532E-01	5.742E-04	-72.148	-173.053	-104.503
19.443750	1.583E-01	9.517E-01	8.686E-04	-75.585	-176.624	143.141
19.453125	1.486E-01	9.514E-01	8.129E-04	-79.117	179.746	-29.034
19.462500	1.406E-01	9.516E-01	3.218E-04	-83.307	176.394	-114.4
19.471875	1.318E-01	9.524E-01	6.592E-04	-87.192	173.002	-76.963
19.481250	1.229E-01	9.581E-01	9.594E-04	-90.422	169.708	-76.713
19.490625	1.142E-01	9.658E-01	1.039E-03	-93.994	166.2	-100.81
19.500000	1.065E-01	9.752E-01	3.592E-04	-97.397	162.512	-64.749
19.509375	9.931E-02	9.845E-01	1.046E-03	-100.527	158.798	46.235
19.518750	9.364E-02	9.967E-01	6.370E-04	-103.814	154.769	57.861
19.528125	8.679E-02	1.004E+00	9.229E-06	-105.827	150.733	-49.87
19.537500	8.193E-02	1.011E+00	1.024E-03	-109.083	146.566	83.012
19.546875	7.720E-02	1.016E+00	1.220E-03	-111.066	142.463	16.126
19.556250	7.255E-02	1.021E+00	5.130E-04	-114.387	138.46	-139.81
19.565625	6.930E-02	1.023E+00	4.643E-04	-117.615	134.507	103.234
19.575000	6.509E-02	1.028E+00	2.855E-04	-121.699	130.645	-1.326
19.584375	6.118E-02	1.034E+00	2.928E-04	-122.936	126.548	-134.786
19.593750	5.808E-02	1.038E+00	3.560E-04	-125.146	122.41	136.615
19.603125	5.469E-02	1.040E+00	2.815E-04	-127.095	118.167	-149.978
19.612500	5.043E-02	1.037E+00	9.777E-04	-131.155	113.9	61.381
19.621875	4.823E-02	1.034E+00	3.088E-04	-132.266	109.898	-15.269
19.631250	4.525E-02	1.031E+00	1.748E-04	-134.690	105.978	-144.903
19.640625	4.282E-02	1.030E+00	3.950E-04	-136.792	102.185	-59.475
19.650000	4.072E-02	1.033E+00	9.890E-04	-141.393	98.477	38.757
19.659375	3.858E-02	1.039E+00	2.883E-04	-143.879	94.722	54.395
19.668750	3.574E-02	1.049E+00	6.443E-04	-146.645	90.576	-0.076
19.678125	3.358E-02	1.056E+00	3.967E-04	-147.911	86.127	157.553
19.687500	3.205E-02	1.057E+00	8.843E-04	-152.474	81.444	33.715
19.696875	2.952E-02	1.046E+00	7.974E-04	-154.356	76.856	-149.839
19.706250	2.840E-02	1.031E+00	4.572E-04	-154.716	72.408	-97.977
19.715625	2.626E-02	1.014E+00	1.453E-03	-154.708	68.551	172.375
19.725000	2.529E-02	9.983E-01	5.796E-04	-154.343	65.13	-72.287
19.734375	2.505E-02	9.858E-01	4.299E-04	-157.097	61.991	5.118
19.743750	2.329E-02	9.833E-01	1.208E-03	-161.812	58.765	-53.494
19.753125	2.291E-02	9.847E-01	1.314E-03	-163.537	55.528	-9.261
19.762500	2.108E-02	9.873E-01	8.567E-04	-165.427	51.955	30.228
19.771875	1.979E-02	9.899E-01	1.200E-03	-169.223	48.018	25.029
19.781250	1.798E-02	9.878E-01	8.831E-04	-175.267	44.207	6.098
19.790625	1.700E-02	9.817E-01	3.150E-04	-173.905	40.294	-2.772
19.800000	1.591E-02	9.735E-01	3.203E-04	-176.139	36.727	-79.386
19.809375	1.544E-02	9.673E-01	2.033E-04	-175.117	33.439	43.612
19.818750	1.474E-02	9.627E-01	4.482E-04	-176.764	30.167	129.603
19.828125	1.437E-02	9.640E-01	7.876E-04	-179.706	26.844	-177.376
19.837500	1.396E-02	9.641E-01	3.057E-04	-178.435	23.452	-128.818
19.846875	1.325E-02	9.644E-01	4.203E-04	179.077	19.959	-135.068
19.856250	1.263E-02	9.643E-01	3.555E-04	174.863	16.426	78.072
19.865625	1.228E-02	9.614E-01	3.621E-04	174.371	12.804	-100.272
19.875000	1.048E-02	9.589E-01	4.614E-04	168.202	9.485	-39.932
19.884375	1.086E-02	9.588E-01	8.135E-04	171.901	6.27	77.537
19.893750	9.198E-03	9.600E-01	1.104E-03	170.046	3.1	-157.637
19.903125	9.369E-03	9.654E-01	1.474E-03	165.169	-0.102	90.953
19.912500	8.913E-03	9.730E-01	1.356E-03	168.810	-3.479	85.371
19.921875	8.578E-03	9.810E-01	5.675E-04	166.316	-6.997	-60.362
19.931250	8.203E-03	9.889E-01	9.133E-04	162.174	-10.585	118.195
19.940625	8.348E-03	9.959E-01	7.427E-04	163.555	-14.26	154.251
19.950000	8.103E-03	1.002E+00	7.929E-04	163.623	-17.95	122.199
19.959375	7.423E-03	1.011E+00	8.581E-04	159.945	-21.767	-88.956
19.968750	6.914E-03	1.020E+00	1.021E-03	163.867	-25.718	-178.542
19.978125	6.030E-03	1.025E+00	1.119E-03	155.989	-30.026	-158.639
19.987500	6.485E-03	1.026E+00	7.448E-04	159.097	-34.569	20.465
19.996875	6.631E-03	1.018E+00	5.719E-04	156.443	-38.922	-63.987
20.006250	6.918E-03	1.001E+00	1.316E-04	151.108	-42.929	2.819
20.015625	6.460E-03	9.819E-01	9.469E-04	148.722	-46.405	51.924
20.025000	6.169E-03	9.667E-01	1.318E-03	146.954	-49.226	66.9
20.034375	5.429E-03	9.626E-01	1.194E-03	142.543	-51.52	70.751
20.043750	5.689E-03	9.757E-01	7.099E-04	130.522	-53.72	20.887
20.053125	5.388E-03	1.001E+00	6.805E-04	133.853	-56.361	30.12
20.062500	4.878E-03	1.038E+00	1.485E-03	142.320	-60.023	34.282
20.071875	3.763E-03	1.073E+00	5.630E-04	139.267	-64.687	116.624
20.081250	4.501E-03	1.090E+00	1.079E-03	147.866	-70.378	-75.435
20.090625	3.110E-03	1.087E+00	1.266E-03	155.422	-75.998	-61.831
20.100000	3.730E-03	1.068E+00	6.088E-04	151.558	-81.313	-22.398
20.109375	3.888E-03	1.045E+00	4.413E-04	161.285	-86	-152.763
20.118750	3.975E-03	1.015E+00	1.070E-03	149.556	-89.924	-38.444
20.128125	4.137E-03	9.918E-01	1.150E-04	144.920	-93.219	-179.961
20.137500	3.813E-03	9.736E-01	2.533E-04	123.831	-96.048	-150.064
20.146875	3.695E-03	9.693E-01	1.067E-03	130.825	-98.682	-147.696
20.156250	2.730E-03	9.715E-01	4.298E-04	130.252	-101.642	17.851
20.165625	3.146E-03	9.762E-01	2.853E-04	128.847	-104.847	-160.546
20.175000	3.585E-03	9.824E-01	8.594E-04	116.121	-108.49	175.454
20.184375	3.415E-03	9.835E-01	5.285E-04	121.894	-112.189	-177.454
20.193750	2.207E-03	9.835E-01	3.872E-04	128.515	-115.86	-124.317
20.203125	2.164E-03	9.821E-01	1.385E-03	131.893	-119.483	-173.886
20.212500	2.877E-03	9.829E-01	1.685E-04	111.154	-122.934	171.963
20.221875	2.399E-03	9.836E-01	9.271E-04	118.579	-126.46	-49.727
20.231250	2.051E-03	9.873E-01	4.612E-04	125.217	-130.294	-93.49
20.240625	1.330E-03	9.883E-01	9.844E-04	122.209	-134.301	174.23
20.250000	1.391E-03	9.852E-01	2.412E-04	112.857	-138.326	149.008
20.259375	1.541E-03	9.775E-01	7.657E-04	120.085	-142.188	-125.233
20.268750	1.564E-03	9.706E-01	1.178E-03	108.472	-145.622	73.691
20.278125	1.947E-03	9.662E-01	6.422E-04	130.600	-149.003	87.061
20.287500	3.092E-03	9.657E-01	4.201E-04	119.025	-152.235	36.934
20.296875	2.308E-03	9.700E-01	3.163E-04	103.632	-155.507	97.79
20.306250	2.595E-03	9.774E-01	1.453E-03	111.495	-159.113	53.484
20.315625	2.388E-03	9.832E-01	1.511E-03	115.621	-162.919	144.029
20.325000	2.255E-03	9.860E-01	1.401E-03	96.557	-166.909	-16.815
20.334375	1.106E-03	9.823E-01	5.441E-04	77.022	-171.051	-41.962
20.343750	9.320E-04	9.742E-01	8.652E-04	102.819	-174.806	-90.107
20.353125	7.780E-04	9.644E-01	5.073E-04	152.569	-178.291	-49.824
20.362500	1.173E-03	9.603E-01	5.236E-04	116.409	178.392	-150.924
20.371875	1.316E-03	9.611E-01	8.292E-04	87.702	175.318	172.54
20.381250	9.823E-04	9.675E-01	4.859E-04	109.608	172.17	-161.508
20.390625	1.394E-03	9.791E-01	7.289E-04	93.061	168.645	-81.329
20.400000	1.368E-03	9.904E-01	9.700E-04	79.511	164.837	75.405
20.409375	9.295E-04	1.002E+00	5.353E-05	107.479	160.713	99.387
20.418750	1.076E-03	1.007E+00	4.321E-04	66.173	156.536	33.154
20.428125	1.314E-03	1.009E+00	1.150E-03	82.472	152.406	126.976
20.437500	1.983E-03	1.010E+00	8.390E-04	109.060	148.272	115.49
20.446875	1.185E-03	1.011E+00	1.510E-03	101.772	144.29	-68.805
20.456250	1.427E-03	1.012E+00	7.011E-04	72.758	140.145	-132.368
20.465625	6.108E-04	1.012E+00	9.938E-04	72.138	135.991	-131.914
20.475000	1.466E-03	1.013E+00	9.861E-04	63.506	131.62	97.625
20.484375	5.009E-04	1.005E+00	1.111E-03	62.842	127.337	140.397
20.493750	1.115E-03	9.950E-01	9.385E-04	84.491	123.12	-119.417
20.503125	7.424E-04	9.843E-01	5.460E-04	104.732	119.29	-103.743
20.512500	9.703E-04	9.762E-01	5.422E-04	81.754	115.66	-99.169
20.521875	5.606E-04	9.691E-01	4.826E-04	-146.077	112.054	-158.737
20.531250	1.350E-03	9.672E-01	2.067E-04	58.882	108.752	149.046
20.540625	1.313E-03	9.707E-01	4.994E-04	131.984	105.418	-167.391
20.550000	1.310E-03	9.783E-01	2.891E-04	79.086	101.828	134.767
20.559375	1.611E-03	9.861E-01	1.535E-03	106.833	97.876	116.068
20.568750	9.972E-04	9.938E-01	4.040E-04	64.179	93.74	169.234
20.578125	3.080E-04	9.958E-01	5.807E-04	-10.229	89.193	-104.109
20.587500	2.387E-04	9.933E-01	1.782E-03	121.997	84.659	-144.423
20.596875	9.618E-04	9.874E-01	4.778E-04	95.795	80.406	5.36
20.606250	6.718E-04	9.797E-01	1.187E-03	77.517	76.195	-139.431
20.615625	8.805E-04	9.713E-01	5.438E-04	53.874	72.253	-131.787
20.625000	1.292E-03	9.651E-01	5.876E-04	13.008	68.442	-2.643
20.634375	1.299E-04	9.612E-01	1.057E-03	68.769	64.76	133.159
20.643750	6.239E-04	9.615E-01	5.461E-04	-89.213	60.936	151.701
20.653125	4.551E-04	9.638E-01	9.097E-04	-72.172	57.155	-178.158
20.662500	7.333E-04	9.652E-01	5.500E-04	65.845	53.223	104.453
20.671875	8.883E-04	9.658E-01	5.973E-04	35.165	49.138	-144.139
20.681250	5.452E-04	9.668E-01	4.170E-04	26.310	44.995	-119.588
20.690625	5.344E-04	9.654E-01	2.745E-04	139.777	40.86	179.808
20.700000	9.024E-04	9.642E-01	1.219E-03	61.354	36.813	86.004
20.709375	4.029E-04	9.661E-01	6.575E-04	-6.447	32.778	-15.915
20.718750	7.784E-04	9.660E-01	2.608E-04	56.633	28.627	116.608
20.728125	5.436E-04	9.672E-01	4.525E-04	109.610	24.475	-24.738
20.737500	1.787E-03	9.678E-01	1.102E-03	-6.192	20.08	-26.481
20.746875	1.108E-03	9.682E-01	3.307E-04	82.670	15.724	-22.877
20.756250	4.999E-04	9.654E-01	9.957E-04	67.132	11.443	-7.543
20.765625	3.172E-05	9.608E-01	3.461E-04	-18.560	7.322	-51.775
20.775000	6.946E-04	9.597E-01	7.952E-04	21.911	3.383	-142.062
20.784375	5.280E-04	9.620E-01	1.030E-03	-88.222	-0.581	-20.727
20.793750	4.357E-04	9.677E-01	6.077E-04	151.526	-4.518	50.419
20.803125	5.400E-04	9.795E-01	3.073E-04	101.904	-8.874	-89.765
20.812500	2.681E-04	9.920E-01	4.070E-04	44.724	-13.638	160.457
20.821875	4.741E-04	9.982E-01	1.481E-04	123.730	-18.732	-162.503
20.831250	1.057E-03	1.001E+00	9.647E-04	-7.393	-24.048	124.655
20.840625	1.780E-04	9.932E-01	3.251E-04	38.980	-29.329	129.592
20.850000	1.755E-03	9.812E-01	8.990E-04	32.800	-34.274	-93.546
20.859375	8.518E-04	9.678E-01	5.574E-04	-57.815	-38.865	-36.718
20.868750	4.761E-04	9.566E-01	5.449E-04	166.896	-43.19	-95.774
20.878125	7.792E-04	9.496E-01	2.983E-04	97.743	-47.328	50.425
20.887500	6.324E-04	9.527E-01	1.151E-03	83.427	-51.421	145.977
20.896875	9.033E-04	9.602E-01	4.237E-04	137.844	-55.808	-14.905
20.906250	1.051E-03	9.674E-01	1.425E-03	44.144	-60.576	143.295
20.915625	3.392E-04	9.744E-01	1.117E-03	34.749	-65.61	-131.817
20.925000	7.089E-04	9.765E-01	3.397E-04	79.820	-70.867	-81.424
20.934375	5.288E-04	9.770E-01	4.542E-04	-55.560	-76.213	141.362
20.943750	2.328E-04	9.746E-01	6.071E-04	100.172	-81.645	39.352
20.953125	7.828E-04	9.694E-01	7.525E-04	49.089	-86.874	-82.083
20.962500	9.240E-04	9.634E-01	6.342E-04	-60.190	-92.2	41.628
20.971875	1.245E-03	9.573E-01	5.287E-04	-98.069	-97.54	-31.018
20.981250	4.394E-04	9.498E-01	5.544E-04	-138.556	-102.716	87.8
20.990625	1.513E-04	9.429E-01	8.328E-04	-8.018	-107.888	150.166
21.000000	5.229E-04	9.413E-01	9.938E-04	86.368	-112.893	169.567
21.009375	6.025E-04	9.459E-01	8.747E-04	-90.718	-118.236	-164.968
21.018750	1.047E-03	9.536E-01	1.107E-03	-83.403	-123.889	99.982
21.028125	6.005E-04	9.582E-01	7.132E-04	-103.769	-130.195	65.436
21.037500	2.738E-04	9.555E-01	4.917E-04	57.146	-137.129	-106.462
21.046875	9.504E-04	9.383E-01	2.218E-04	-57.333	-144.175	17.857
21.056250	1.005E-04	9.082E-01	1.210E-03	25.573	-150.787	172.199
21.065625	6.419E-04	8.748E-01	1.808E-04	160.865	-156.491	-145.339
21.075000	1.126E-03	8.451E-01	1.249E-03	38.062	-161.344	-140.729
21.084375	8.243E-04	8.313E-01	5.182E-04	6.224	-165.401	-8.361
21.093750	1.162E-03	8.384E-01	4.923E-04	-13.526	-169.739	163.72
21.103125	1.065E-03	8.662E-01	4.919E-04	124.019	-175.184	-153.392
21.112500	5.972E-04	8.996E-01	5.258E-04	137.211	177.247	156.765
21.121875	5.893E-04	9.169E-01	9.409E-04	27.606	167.675	90.603
21.131250	8.494E-04	9.000E-01	9.304E-04	-156.049	157.267	-9.521
21.140625	6.676E-04	8.525E-01	1.610E-04	-155.710	147.358	140.428
21.150000	3.694E-04	7.892E-01	3.520E-04	40.015	138.377	-10.182
21.159375	3.615E-04	7.247E-01	2.916E-04	6.372	131.33	39.942
21.168750	9.900E-04	6.751E-01	1.359E-03	7.972	125.319	-16.502
21.178125	6.031E-04	6.402E-01	9.561E-04	14.710	119.648	27.102
21.187500	7.428E-04	6.149E-01	5.991E-04	-166.098	113.109	-131.146
21.196875	5.457E-04	5.844E-01	1.240E-03	104.648	104.95	-130.839
21.206250	5.693E-04	5.418E-01	3.822E-04	-34.923	96.703	-3.701
21.215625	1.231E-03	4.879E-01	6.750E-04	23.128	88.926	-26.045
21.225000	2.444E-04	4.315E-01	4.472E-04	12.538	83.504	66.691
21.234375	1.747E-03	3.851E-01	2.360E-04	-125.297	80.528	-109.359
21.243750	9.695E-04	3.579E-01	2.956E-04	-111.720	79.365	125.771
21.253125	7.531E-04	3.549E-01	2.863E-04	-108.155	77.558	-75.467
21.262500	2.985E-04	3.700E-01	5.367E-04	175.179	72.99	124.147
21.271875	1.234E-03	3.840E-01	3.808E-04	-57.418	63.616	103.678
21.281250	9.557E-04	3.744E-01	4.028E-04	-123.950	50.642	-57.873
21.290625	6.372E-04	3.361E-01	8.912E-04	-168.766	37.376	-71.415
21.300000	8.346E-04	2.817E-01	1.841E-04	-128.155	26.621	-125.124
21.309375	1.078E-03	2.307E-01	9.926E-04	-39.379	18.38	48.33
21.318750	4.210E-04	1.849E-01	8.680E-04	68.931	13.615	105.396
21.328125	1.250E-04	1.508E-01	1.231E-03	154.438	11.842	-79.388
21.337500	1.760E-04	1.241E-01	9.929E-04	174.847	13.346	168.854
21.346875	2.781E-05	1.090E-01	3.257E-04	-158.138	17.077	67.456
21.356250	1.815E-05	1.029E-01	1.264E-03	37.209	22.737	56.562
21.365625	6.203E-04	1.067E-01	8.587E-04	-23.992	25.813	49.337
21.375000	5.576E-04	1.146E-01	3.000E-04	58.758	23.607	71.931
21.384375	7.044E-04	1.209E-01	5.293E-04	-38.799	16.665	104.452
21.393750	7.675E-04	1.189E-01	5.318E-04	171.803	6.376	127.262
21.403125	9.134E-04	1.083E-01	7.725E-04	-103.197	-3.303	-111.316
21.412500	1.128E-03	9.580E-02	5.010E-04	-148.297	-10.617	-53.465
21.421875	5.951E-04	8.322E-02	2.804E-04	-6.409	-16.632	63.298
21.431250	8.651E-04	7.203E-02	5.660E-04	-121.058	-19.939	45.165
21.440625	2.981E-04	6.383E-02	7.138E-04	-83.098	-21.365	64.646
21.450000	6.354E-04	5.681E-02	1.061E-03	-162.544	-23.854	91.802
21.459375	4.996E-04	5.289E-02	4.201E-04	-155.841	-24.551	-0.206
21.468750	4.851E-04	4.738E-02	8.676E-04	-149.855	-28.061	83.595
21.478125	9.855E-04	4.386E-02	6.183E-04	-54.804	-30.687	33.838
21.487500	1.159E-04	3.927E-02	5.118E-05	122.302	-32.09	-93.333
21.496875	7.866E-04	3.440E-02	5.274E-05	-135.237	-35.186	30.44
21.506250	7.270E-04	3.040E-02	4.257E-04	-140.698	-34.999	-36.474
21.515625	9.134E-05	2.784E-02	7.924E-04	7.310	-33.335	-154.855
21.525000	3.967E-04	2.701E-02	3.736E-04	10.044	-31.675	-160.257
